id, name,iso_code,region_id,currency_id,upload_type,type_value,status,created_at,updated_at
1,United Kingdom,GBR,6,1,upload,resources/upload/images/2072480721140346851600522681.png,1,2020-06-08 13:17:0,2020-06-08 13:17:0
