id,store_id,user_id,network_id,conversion,commission_percentage,created_at,updated_at
179,9,22,"1","No","0",2020-06-03 16:27:44,2020-06-03 16:27:44
180,9,22,"1","No","0",2020-06-03 16:27:46,2020-06-03 16:27:46
181,9,22,"1","No","0",2020-06-03 16:27:47,2020-06-03 16:27:47
182,9,22,"1","No","0",2020-06-03 16:27:51,2020-06-03 16:27:51
183,9,22,"1","No","0",2020-06-03 16:27:52,2020-06-03 16:27:52
184,9,22,"1","No","0",2020-06-03 16:27:55,2020-06-03 16:27:55
185,9,22,"1","No","0",2020-06-03 16:27:57,2020-06-03 16:27:57
186,9,22,"1","No","0",2020-06-03 16:27:59,2020-06-03 16:27:59
187,9,22,"1","No","0",2020-06-03 16:28:01,2020-06-03 16:28:01
188,9,22,"1","No","0",2020-06-03 16:28:03,2020-06-03 16:28:03
189,9,22,"1","No","0",2020-06-03 16:28:04,2020-06-03 16:28:04
190,9,22,"1","No","0",2020-06-03 16:28:08,2020-06-03 16:28:08
191,9,22,"1","No","0",2020-06-03 16:28:09,2020-06-03 16:28:09
192,9,22,"1","No","0",2020-06-03 16:28:12,2020-06-03 16:28:12
193,9,22,"1","No","0",2020-06-03 16:28:14,2020-06-03 16:28:14
194,9,22,"1","No","0",2020-06-03 16:28:16,2020-06-03 16:28:16
195,9,22,"1","No","0",2020-06-03 16:28:16,2020-06-03 16:28:16
196,9,22,"1","No","0",2020-06-03 16:28:19,2020-06-03 16:28:19
197,9,22,"1","No","0",2020-06-03 16:28:21,2020-06-03 16:28:21
198,9,22,"1","No","0",2020-06-03 16:28:24,2020-06-03 16:28:24
199,9,22,"1","No","0",2020-06-03 16:28:26,2020-06-03 16:28:26
200,9,22,"1","No","0",2020-06-03 16:28:28,2020-06-03 16:28:28
201,9,22,"1","No","0",2020-06-03 16:28:29,2020-06-03 16:28:29
202,9,22,"1","No","0",2020-06-03 16:28:32,2020-06-03 16:28:32
203,9,22,"1","No","0",2020-06-03 16:28:34,2020-06-03 16:28:34
204,9,22,"1","No","0",2020-06-03 16:28:36,2020-06-03 16:28:36
205,9,22,"1","No","0",2020-06-03 16:28:38,2020-06-03 16:28:38
206,9,22,"1","No","0",2020-06-03 16:28:40,2020-06-03 16:28:40
207,9,22,"1","No","0",2020-06-03 16:28:42,2020-06-03 16:28:42
208,9,22,"1","No","0",2020-06-03 16:28:44,2020-06-03 16:28:44
209,9,22,"1","No","0",2020-06-03 16:28:45,2020-06-03 16:28:45
210,9,22,"1","No","0",2020-06-03 16:28:48,2020-06-03 16:28:48
211,9,22,"1","No","0",2020-06-03 16:28:50,2020-06-03 16:28:50
212,9,22,"1","No","0",2020-06-03 16:28:53,2020-06-03 16:28:53
213,9,22,"1","No","0",2020-06-03 16:28:54,2020-06-03 16:28:54
214,9,22,"1","No","0",2020-06-03 16:28:57,2020-06-03 16:28:57
215,9,22,"1","No","0",2020-06-03 16:28:59,2020-06-03 16:28:59
216,9,22,"1","No","0",2020-06-03 16:29:01,2020-06-03 16:29:01
217,9,22,"1","No","0",2020-06-03 16:29:01,2020-06-03 16:29:01
218,9,22,"1","No","0",2020-06-03 16:29:04,2020-06-03 16:29:04
219,9,22,"1","No","0",2020-06-03 16:29:06,2020-06-03 16:29:06
220,9,22,"1","No","0",2020-06-03 16:29:09,2020-06-03 16:29:09
221,9,22,"1","No","0",2020-06-03 16:29:11,2020-06-03 16:29:11
222,9,22,"1","No","0",2020-06-03 16:29:13,2020-06-03 16:29:13
223,9,22,"1","No","0",2020-06-03 16:29:15,2020-06-03 16:29:15
224,9,22,"1","No","0",2020-06-03 16:29:17,2020-06-03 16:29:17
225,9,22,"1","No","0",2020-06-03 16:29:19,2020-06-03 16:29:19
226,9,22,"1","No","0",2020-06-03 16:29:21,2020-06-03 16:29:21
227,9,22,"1","No","0",2020-06-03 16:29:23,2020-06-03 16:29:23
228,9,22,"1","No","0",2020-06-03 16:29:25,2020-06-03 16:29:25
229,9,22,"1","No","0",2020-06-03 16:29:27,2020-06-03 16:29:27
230,9,22,"1","No","0",2020-06-03 16:29:29,2020-06-03 16:29:29
231,9,22,"1","No","0",2020-06-03 16:29:30,2020-06-03 16:29:30
232,9,22,"1","No","0",2020-06-03 16:29:33,2020-06-03 16:29:33
233,9,22,"1","No","0",2020-06-03 16:29:35,2020-06-03 16:29:35
234,9,22,"1","No","0",2020-06-03 16:29:37,2020-06-03 16:29:37
235,9,22,"1","No","0",2020-06-03 16:29:39,2020-06-03 16:29:39
236,9,22,"1","No","0",2020-06-03 16:29:40,2020-06-03 16:29:40
237,9,22,"1","No","0",2020-06-03 16:29:42,2020-06-03 16:29:42
238,9,22,"1","No","0",2020-06-03 16:29:45,2020-06-03 16:29:45
239,9,22,"1","No","0",2020-06-03 16:29:47,2020-06-03 16:29:47
240,9,22,"1","No","0",2020-06-03 16:29:49,2020-06-03 16:29:49
241,9,22,"1","No","0",2020-06-03 16:29:51,2020-06-03 16:29:51
242,9,22,"1","No","0",2020-06-03 16:29:53,2020-06-03 16:29:53
243,9,22,"1","No","0",2020-06-03 16:29:55,2020-06-03 16:29:55
244,9,22,"1","No","0",2020-06-03 16:29:57,2020-06-03 16:29:57
245,9,22,"1","No","0",2020-06-03 16:29:58,2020-06-03 16:29:58
246,9,22,"1","No","0",2020-06-03 16:30:01,2020-06-03 16:30:01
247,9,22,"1","No","0",2020-06-03 16:30:02,2020-06-03 16:30:02
248,9,22,"1","No","0",2020-06-03 16:30:04,2020-06-03 16:30:04
249,9,22,"1","No","0",2020-06-03 16:30:06,2020-06-03 16:30:06
250,9,22,"1","No","0",2020-06-03 16:30:09,2020-06-03 16:30:09
251,9,22,"1","No","0",2020-06-03 16:30:11,2020-06-03 16:30:11
252,9,22,"1","No","0",2020-06-03 16:30:13,2020-06-03 16:30:13
253,9,22,"1","No","0",2020-06-03 16:30:14,2020-06-03 16:30:14
254,9,22,"1","No","0",2020-06-03 16:30:17,2020-06-03 16:30:17
255,9,22,"1","No","0",2020-06-03 16:30:19,2020-06-03 16:30:19
256,9,22,"1","Yes","0",2020-06-03 16:30:21,2022-06-23 16:21:15
257,9,22,"1","No","0",2020-06-03 16:30:23,2020-06-03 16:30:23
258,9,22,"1","No","0",2020-06-03 16:30:25,2020-06-03 16:30:25
259,9,22,"1","No","0",2020-06-03 16:30:27,2020-06-03 16:30:27
260,9,22,"1","No","0",2020-06-03 16:30:29,2020-06-03 16:30:29
261,9,22,"1","No","0",2020-06-03 16:30:31,2020-06-03 16:30:31
262,9,22,"1","No","0",2020-06-03 16:30:33,2020-06-03 16:30:33
263,9,22,"1","No","0",2020-06-03 16:30:35,2020-06-03 16:30:35
264,9,22,"1","No","0",2020-06-03 16:30:37,2020-06-03 16:30:37
265,9,22,"1","No","0",2020-06-03 16:30:39,2020-06-03 16:30:39
266,9,22,"1","No","0",2020-06-03 16:30:41,2020-06-03 16:30:41
267,9,22,"1","No","0",2020-06-03 16:30:43,2020-06-03 16:30:43
268,9,22,"1","No","0",2020-06-03 16:30:45,2020-06-03 16:30:45
269,9,22,"1","No","0",2020-06-03 16:30:47,2020-06-03 16:30:47
270,9,22,"1","No","0",2020-06-03 16:30:49,2020-06-03 16:30:49
271,9,22,"1","No","0",2020-06-03 16:30:50,2020-06-03 16:30:50
272,9,22,"1","No","0",2020-06-03 16:30:53,2020-06-03 16:30:53
273,9,22,"1","No","0",2020-06-03 16:30:55,2020-06-03 16:30:55
274,9,22,"1","No","0",2020-06-03 16:30:57,2020-06-03 16:30:57
275,9,22,"1","No","0",2020-06-03 16:30:59,2020-06-03 16:30:59
276,9,22,"1","No","0",2020-06-03 16:31:01,2020-06-03 16:31:01
277,9,22,"1","No","0",2020-06-03 16:31:03,2020-06-03 16:31:03
278,9,22,"1","No","0",2020-06-03 16:31:05,2020-06-03 16:31:05
279,9,22,"1","No","0",2020-06-03 16:31:07,2020-06-03 16:31:07
280,9,22,"1","No","0",2020-06-03 16:31:10,2020-06-03 16:31:10
281,9,22,"1","No","0",2020-06-03 16:31:11,2020-06-03 16:31:11
282,9,22,"1","No","0",2020-06-03 16:31:14,2020-06-03 16:31:14
283,9,22,"1","No","0",2020-06-03 16:31:14,2020-06-03 16:31:14
284,9,22,"1","No","0",2020-06-03 16:31:15,2020-06-03 16:31:15
285,9,22,"1","No","0",2020-06-03 16:31:18,2020-06-03 16:31:18
286,9,22,"1","No","0",2020-06-03 16:31:18,2020-06-03 16:31:18
287,9,22,"1","No","0",2020-06-03 16:31:19,2020-06-03 16:31:19
288,9,22,"1","No","0",2020-06-03 16:31:20,2020-06-03 16:31:20
289,9,22,"1","No","0",2020-06-03 16:31:22,2020-06-03 16:31:22
290,9,22,"1","No","0",2020-06-03 16:31:24,2020-06-03 16:31:24
291,9,22,"1","No","0",2020-06-03 16:31:26,2020-06-03 16:31:26
292,9,22,"1","No","0",2020-06-03 16:31:28,2020-06-03 16:31:28
293,9,22,"1","No","0",2020-06-03 16:31:30,2020-06-03 16:31:30
294,9,22,"1","No","0",2020-06-03 16:31:30,2020-06-03 16:31:30
295,9,22,"1","No","0",2020-06-03 16:31:30,2020-06-03 16:31:30
296,9,22,"1","No","0",2020-06-03 16:31:33,2020-06-03 16:31:33
297,9,22,"1","No","0",2020-06-03 16:31:35,2020-06-03 16:31:35
298,9,22,"1","No","0",2020-06-03 16:31:36,2020-06-03 16:31:36
299,9,22,"1","No","0",2020-06-03 16:31:37,2020-06-03 16:31:37
300,9,22,"1","No","0",2020-06-03 16:31:37,2020-06-03 16:31:37
301,9,22,"1","No","0",2020-06-03 16:31:39,2020-06-03 16:31:39
302,9,22,"1","No","0",2020-06-03 16:31:40,2020-06-03 16:31:40
303,9,22,"1","No","0",2020-06-03 16:31:41,2020-06-03 16:31:41
304,9,22,"1","No","0",2020-06-03 16:31:41,2020-06-03 16:31:41
305,9,22,"1","No","0",2020-06-03 16:31:41,2020-06-03 16:31:41
306,9,22,"1","Yes","0",2020-06-03 16:31:44,2022-06-23 16:21:15
307,9,22,"1","No","0",2020-06-03 16:31:44,2020-06-03 16:31:44
308,9,22,"1","No","0",2020-06-03 16:31:45,2020-06-03 16:31:45
309,9,22,"1","No","0",2020-06-03 16:31:45,2020-06-03 16:31:45
310,9,22,"1","No","0",2020-06-03 16:31:48,2020-06-03 16:31:48
311,9,22,"1","No","0",2020-06-03 16:31:50,2020-06-03 16:31:50
312,9,22,"1","No","0",2020-06-03 16:31:52,2020-06-03 16:31:52
313,9,22,"1","No","0",2020-06-03 16:31:53,2020-06-03 16:31:53
314,9,22,"1","No","0",2020-06-03 16:31:56,2020-06-03 16:31:56
315,9,22,"1","No","0",2020-06-03 16:31:58,2020-06-03 16:31:58
316,9,22,"1","Yes","0",2020-06-03 16:32:00,2022-06-23 16:21:15
317,9,22,"1","No","0",2020-06-03 16:32:00,2020-06-03 16:32:00
318,9,22,"1","No","0",2020-06-03 16:32:18,2020-06-03 16:32:18
319,9,22,"1","No","0",2020-06-03 16:32:19,2020-06-03 16:32:19
320,9,22,"1","No","0",2020-06-03 16:32:21,2020-06-03 16:32:21
321,9,22,"1","No","0",2020-06-03 16:32:22,2020-06-03 16:32:22
322,9,22,"1","No","0",2020-06-03 16:32:25,2020-06-03 16:32:25
323,9,22,"1","No","0",2020-06-03 16:32:26,2020-06-03 16:32:26
324,9,22,"1","No","0",2020-06-03 16:32:29,2020-06-03 16:32:29
325,9,22,"1","No","0",2020-06-03 16:32:29,2020-06-03 16:32:29
326,9,22,"1","No","0",2020-06-03 16:32:31,2020-06-03 16:32:31
327,9,22,"1","No","0",2020-06-03 16:32:32,2020-06-03 16:32:32
328,9,22,"1","No","0",2020-06-03 16:34:21,2020-06-03 16:34:21
329,9,22,"1","Yes","0",2020-06-03 16:34:22,2022-06-23 16:21:15
330,9,22,"1","No","0",2020-06-03 16:34:25,2020-06-03 16:34:25
331,9,22,"1","No","0",2020-06-03 16:34:25,2020-06-03 16:34:25
332,9,22,"1","No","0",2020-06-03 16:34:28,2020-06-03 16:34:28
333,9,22,"1","No","0",2020-06-03 16:34:29,2020-06-03 16:34:29
334,9,22,"1","No","0",2020-06-03 16:36:43,2020-06-03 16:36:43
335,9,22,"1","No","0",2020-06-03 16:36:44,2020-06-03 16:36:44
336,9,22,"1","No","0",2020-06-03 16:37:07,2020-06-03 16:37:07
337,9,22,"1","No","0",2020-06-03 16:37:08,2020-06-03 16:37:08
338,9,22,"1","No","0",2020-06-03 16:38:08,2020-06-03 16:38:08
339,9,22,"1","No","0",2020-06-03 16:38:09,2020-06-03 16:38:09
340,9,22,"1","No","0",2020-06-03 16:38:53,2020-06-03 16:38:53
341,9,22,"1","No","0",2020-06-03 16:38:54,2020-06-03 16:38:54
342,9,22,"1","No","0",2020-06-03 16:39:11,2020-06-03 16:39:11
343,9,22,"1","No","0",2020-06-03 16:39:12,2020-06-03 16:39:12
344,5,22,"1","No","0",2020-06-03 16:40:15,2020-06-03 16:40:15
345,5,22,"1","No","0",2020-06-03 16:40:16,2020-06-03 16:40:16
346,5,22,"1","No","0",2020-06-03 16:40:19,2020-06-03 16:40:19
347,5,22,"1","No","0",2020-06-03 16:40:20,2020-06-03 16:40:20
348,5,22,"1","No","0",2020-06-03 16:40:24,2020-06-03 16:40:24
349,5,22,"1","No","0",2020-06-03 16:40:25,2020-06-03 16:40:25
350,5,22,"1","No","0",2020-06-03 16:40:28,2020-06-03 16:40:28
351,5,22,"1","No","0",2020-06-03 16:40:29,2020-06-03 16:40:29
352,5,22,"1","No","0",2020-06-03 16:40:32,2020-06-03 16:40:32
353,5,22,"1","No","0",2020-06-03 16:40:33,2020-06-03 16:40:33
354,5,22,"1","No","0",2020-06-03 16:40:36,2020-06-03 16:40:36
355,5,22,"1","No","0",2020-06-03 16:40:37,2020-06-03 16:40:37
