id,url,is_enabled,created_at,updated_at
1,http://betarg.com/canada/site/,1,2020-07-01 12:16:56,2020-07-01 12:16:56
2,http://beta.alajr.com/profile/cashbacks,1,2020-07-06 06:55:33,2020-07-06 06:55:33
3,http://beta.alajr.com/all-categories,1,2020-07-06 07:16:50,2020-07-06 07:16:50
4,http://beta.alajr.com/blog,1,2020-07-06 07:17:22,2020-07-06 07:17:22
5,http://beta.alajr.com/faqs,1,2020-07-06 07:17:40,2020-07-06 07:17:40
6,http://beta.alajr.com/store/search?keyword,1,2020-07-06 07:18:48,2020-07-06 07:18:48
